hours, minutes, seconds, microseconds, altitude, temperature, pressure
Intializing Altimeter
18,41,32,108092,209.36,22.18,98469.23
18,41,32,661092,209.41,22.18,98468.94
18,41,33,210094,209.40,22.18,98470.05
18,41,33,759092,209.38,22.18,98469.00
18,41,34,308095,209.46,22.18,98469.36
18,41,34,878091,209.43,22.18,98468.74
18,41,35,427089,209.40,22.18,98469.46
18,41,35,977087,209.39,22.18,98469.87
18,41,36,527090,209.33,22.18,98469.89
18,41,37,80092,0.00,0.00,0.00
18,41,37,648092,0.00,0.00,0.00
18,41,38,211091,209.37,22.18,98470.66
18,41,38,761092,209.26,22.18,98470.22
18,41,39,333092,209.37,22.18,98469.81
18,41,39,878094,209.43,0.00,0.00
18,41,40,444092,209.40,22.18,95492.25
18,41,40,992089,0.00,0.00,93261.34
18,41,41,550093,813.83,22.20,90325.80
18,41,42,97054,1080.17,22.19,88676.62
18,41,42,750089,1129.36,22.19,87749.09
18,41,43,300077,0.00,0.00,0.00
18,41,43,862091,1194.49,22.19,87228.52
18,41,44,411092,0.00,0.00,0.00
18,41,44,974091,0.00,0.00,87061.61
18,41,45,521092,1243.16,22.18,86839.27
18,41,46,70094,1258.69,22.19,86716.17
18,41,46,619091,0.00,0.00,86677.27
18,41,47,166094,0.00,0.00,0.00
18,41,47,730089,1270.41,22.18,86623.30
18,41,48,333091,1274.06,22.19,86594.58
18,41,48,882070,1275.98,22.19,86579.03
18,41,49,466092,1277.08,22.19,86570.65
18,41,50,15092,1277.67,22.19,86566.88
18,41,50,564092,1277.94,22.20,86563.87
18,41,51,113094,0.00,0.00,0.00
18,41,51,675092,1278.14,22.20,86562.48
18,41,52,224091,0.00,0.00,0.00
18,41,52,787094,1278.25,0.00,0.00
18,41,53,362094,1278.42,22.19,86560.88
18,41,53,911092,1278.38,22.19,86561.00
18,41,54,472066,1278.36,22.20,86561.40
18,41,55,22088,1278.39,22.20,86561.02
18,41,55,572087,0.00,0.00,0.00
18,41,56,178091,1278.31,22.21,86562.33
18,41,56,753053,1278.29,22.21,86561.91
18,41,57,336091,0.00,0.00,0.00
18,41,57,898092,1278.26,0.00,0.00
18,41,58,464092,0.00,0.00,0.00
18,41,59,26094,1278.34,0.00,0.00
18,41,59,592093,0.00,0.00,0.00
18,42,0,154092,0.00,22.20,86562.02
18,42,0,697092,0.00,0.00,0.00
18,42,1,259094,1278.38,22.20,86561.65
18,42,1,809092,1278.31,22.21,86562.59
18,42,2,358094,0.00,0.00,0.00
18,42,2,920092,0.00,22.22,86563.55
18,42,3,458092,1278.24,22.21,86562.02
18,42,4,7094,1278.16,22.22,86564.79
18,42,4,556095,1278.00,0.00,0.00
18,42,5,122092,1278.04,22.22,86564.94
18,42,5,671092,1277.94,22.23,0.00
18,42,6,234094,1277.90,22.22,86565.98
18,42,6,783094,0.00,0.00,0.00
18,42,7,344769,1277.86,22.23,86567.43
18,42,7,895091,1277.77,22.23,86567.52
18,42,8,495090,0.00,22.24,86567.23
18,42,9,128091,1277.71,22.24,86568.64
18,42,9,675092,1277.65,22.24,86568.81
18,42,10,224093,1277.60,22.25,86569.43
18,42,10,771095,1277.50,22.25,86570.97
18,42,11,324094,1277.41,22.25,86571.40
18,42,11,873094,1277.45,22.25,86571.12
18,42,12,422094,1277.42,22.26,86572.41
18,42,12,971092,1277.24,22.26,86572.91
18,42,13,520095,0.00,0.00,0.00
18,42,14,82090,1277.20,22.26,86574.13
18,42,14,631094,1277.10,22.26,86574.61
18,42,15,180092,1277.11,22.26,86574.52
18,42,15,729092,1277.10,0.00,0.00
18,42,16,314030,1277.19,22.26,86573.30
18,42,16,963087,1277.10,22.27,86575.12
18,42,17,584089,1276.98,22.27,86575.59
18,42,18,137073,1276.98,22.27,86575.58
18,42,18,688066,0.00,22.28,86576.48
18,42,19,226091,1277.07,22.27,86575.14
18,42,19,799091,1277.00,22.28,86575.94
18,42,20,344093,1276.89,22.28,86576.48
18,42,20,897091,1276.81,22.28,86577.98
18,42,21,447091,1276.76,22.29,86579.17
18,42,21,996092,1276.62,22.29,86579.79
18,42,22,545094,1276.64,22.29,86580.09
18,42,23,94095,1276.55,22.29,86580.16
18,42,23,643092,1276.52,22.30,86581.30
18,42,24,195093,1276.41,22.30,86581.80
18,42,24,744094,1276.47,22.30,86581.46
18,42,25,293094,1276.45,22.30,86582.46
18,42,25,842094,1276.30,22.31,86583.23
18,42,26,391092,1276.26,22.31,86584.68
18,42,26,940094,1276.30,22.31,86583.83
18,42,27,500092,1276.20,22.31,86584.37
18,42,28,50092,1276.11,22.32,86585.33
18,42,28,600094,1275.99,22.32,86585.88
18,42,29,150090,1275.91,22.32,86586.70
18,42,29,700091,1275.94,22.32,86586.23
18,42,30,255092,1275.93,22.32,86587.55
18,42,30,808091,1275.85,22.33,86587.70
18,42,31,364091,1275.87,22.33,86588.55
18,42,31,940095,1275.78,22.33,86587.79
18,42,32,489092,1275.81,22.33,86589.22
18,42,33,38092,1275.72,22.34,86589.74
18,42,33,587093,1275.67,22.34,86589.64
18,42,34,136093,1275.60,22.34,86589.41
18,42,34,698062,1275.67,22.34,86590.35
18,42,35,248062,1275.47,22.35,86592.39
18,42,35,798090,1275.39,22.35,86592.88
18,42,36,348089,1275.35,22.35,86593.48
18,42,36,898087,1275.38,22.35,86592.72
18,42,37,448091,1275.34,22.36,86593.06
18,42,37,998091,1275.35,22.36,86593.02
18,42,38,551088,1275.31,22.36,86593.98
18,42,39,101089,1275.23,22.36,86595.20
18,42,39,653085,1275.09,22.37,86595.44
18,42,40,203091,1274.99,22.37,86596.66
18,42,40,755091,1275.00,22.37,86597.09
18,42,41,307092,1274.95,22.37,86598.06
18,42,41,856092,1274.83,22.38,86599.51
18,42,42,405092,1274.80,22.38,86598.73
18,42,42,966088,1274.70,0.00,0.00
18,42,43,537090,1274.79,22.38,86598.59
18,42,44,87089,1274.76,22.38,86600.22
18,42,44,640090,1274.67,22.39,86600.31
18,42,45,190092,1274.66,22.39,86601.14
18,42,45,743088,1274.49,22.39,86602.17
18,42,46,313092,1274.45,22.40,86602.38
18,42,46,860091,1274.47,22.40,86602.69
18,42,47,409093,1274.39,22.40,86602.94
18,42,47,957091,1274.33,22.41,0.00
18,42,48,515095,1274.40,22.40,86599.74
18,42,49,64094,1274.58,22.40,86602.16
18,42,49,613091,1274.37,22.41,86603.98
18,42,50,175084,1274.29,22.41,86604.45
18,42,50,728062,1274.24,22.42,86604.83
18,42,51,278091,1274.11,22.42,86606.65
18,42,51,828092,1273.98,22.42,86607.98
18,42,52,378090,1273.84,22.43,86609.32
18,42,52,928091,1273.68,22.43,86610.91
18,42,53,480092,1273.68,22.43,86609.98
18,42,54,30091,1273.65,22.43,86610.86
18,42,54,580093,1273.64,22.44,86611.43
18,42,55,130093,1273.55,22.44,86612.15
18,42,55,680092,1273.50,22.44,86612.13
18,42,56,253093,1273.53,22.44,86612.54
18,42,56,798090,1273.46,22.45,86613.61
18,42,57,347092,1273.35,22.45,86614.41
18,42,57,896091,1273.28,22.45,86614.80
18,42,58,458066,1273.31,22.46,86615.59
18,42,59,7084,1273.15,22.46,86615.87
18,42,59,557091,1273.15,22.46,86616.98
18,43,0,107091,1273.08,22.46,86617.21
18,43,0,663091,1273.06,22.47,86616.30
18,43,1,213092,1273.07,22.47,86617.53
18,43,1,763090,1273.08,22.47,86617.32
18,43,2,313087,1273.05,22.48,86618.45
18,43,2,865084,1272.96,22.48,86618.41
18,43,3,415082,0.00,0.00,86619.32
18,43,3,966085,1273.00,22.48,86618.62
18,43,4,517096,1272.82,22.48,86620.17
18,43,5,66095,1272.70,22.49,86620.93
18,43,5,615095,1272.71,22.49,86621.23
18,43,6,164092,1272.57,22.49,86622.51
18,43,6,713095,1272.47,22.50,86624.39
18,43,7,262092,1272.34,22.50,86625.39
18,43,7,818092,1272.27,22.50,86625.37
18,43,8,380094,1272.32,22.51,86625.55
18,43,8,947086,1272.22,22.51,86626.48
18,43,9,517090,1272.19,22.51,86626.42
18,43,10,67092,1272.14,22.51,86627.53
18,43,10,616092,1272.01,22.52,86627.76
18,43,11,165091,1271.99,22.52,86628.53
18,43,11,714092,1271.92,22.52,86629.82
18,43,12,263092,1271.86,22.53,86629.85
18,43,12,812091,0.00,0.00,0.00
18,43,13,375104,1271.83,22.53,86631.48
18,43,13,924094,1271.71,22.53,86632.41
18,43,14,473094,1271.57,22.54,86633.11
18,43,15,22092,1271.62,22.54,86632.00
18,43,15,573111,1271.58,22.54,86633.25
18,43,16,123091,1271.55,22.55,86633.27
18,43,16,672092,0.00,0.00,0.00
18,43,17,234092,1271.42,22.55,86634.30
18,43,17,783092,1271.46,22.55,86634.92
18,43,18,342066,1271.34,22.56,86635.91
18,43,18,892074,1271.25,22.56,86637.16
18,43,19,442092,1271.14,22.56,86637.99
18,43,19,992091,1271.11,22.57,86637.96
18,43,20,542089,1271.00,22.57,86639.44
18,43,21,92090,1270.91,22.57,86640.52
18,43,21,646092,1270.87,22.58,86640.59
18,43,22,196090,0.00,0.00,0.00
18,43,22,760091,1270.83,22.58,86640.48
18,43,23,312092,1270.87,22.58,86640.70
18,43,23,862093,1270.80,22.58,86642.27
18,43,24,434168,1270.63,0.00,0.00
18,43,25,16046,1270.72,22.59,86642.98
18,43,25,566083,1270.69,22.59,86643.57
18,43,26,116087,1270.51,22.60,86644.70
18,43,26,668089,1270.38,22.60,86646.38
18,43,27,218086,1270.34,22.60,86646.45
18,43,27,768082,1270.22,22.61,86647.45
18,43,28,318085,1270.14,22.61,86648.34
18,43,28,869085,1270.17,22.61,86647.98
18,43,29,419092,1270.11,22.62,86649.37
18,43,29,969090,1269.97,0.00,0.00
18,43,30,545094,1270.05,22.62,86649.00
18,43,31,98089,1270.01,22.62,86649.39
18,43,31,650088,1269.98,22.63,86650.62
18,43,32,200091,1269.82,22.63,0.00
18,43,32,758094,1269.82,22.63,86652.36
18,43,33,326085,1269.69,22.63,86653.35
18,43,33,898083,1269.64,22.64,86653.51
18,43,34,445092,1269.61,22.64,86653.83
18,43,35,14093,1269.49,22.65,86655.52
18,43,35,562092,1269.42,22.65,86656.78
18,43,36,111093,1269.25,22.65,86657.50
18,43,36,660094,1269.26,22.66,86658.34
18,43,37,209092,1269.15,22.66,86659.25
18,43,37,762093,1269.11,22.67,86659.47
18,43,38,312091,1268.97,22.67,86660.55
18,43,38,861094,1268.96,22.67,86661.14
18,43,39,410094,1268.92,22.67,86661.69
18,43,39,959092,1268.81,22.68,86662.55
18,43,40,529058,1268.79,22.68,86662.15
18,43,41,79089,1268.76,22.68,86663.45
18,43,41,628072,1268.63,22.69,86664.20
18,43,42,178090,1268.64,22.69,86664.28
18,43,42,728090,1268.60,22.69,86664.95
18,43,43,278091,1268.54,22.70,86665.47
18,43,43,828091,1268.45,22.70,86665.88
18,43,44,378094,1268.38,22.70,86667.54
18,43,44,957092,1268.31,22.70,86667.88
18,43,45,506094,1268.20,22.71,86669.49
18,43,46,55094,1268.17,22.71,86669.02
18,43,46,603092,1268.13,22.71,86669.89
18,43,47,152092,1268.10,22.72,86669.55
18,43,47,701091,1268.06,22.72,86670.54
18,43,48,268066,1268.03,22.72,86671.27
18,43,48,818089,1267.95,22.73,86671.51
18,43,49,367088,1267.83,22.73,86672.47
18,43,49,920091,1267.80,22.73,86672.91
18,43,50,470091,1267.77,22.73,86673.31
18,43,51,20094,1267.70,22.74,86674.05
18,43,51,570091,1267.63,22.74,86675.32
18,43,52,120090,1267.47,22.74,86675.69
18,43,52,672085,1267.50,22.75,86676.39
18,43,53,222085,1267.46,22.75,86676.71
18,43,53,772088,1267.45,22.75,86676.59
18,43,54,326092,1267.38,22.76,86678.22
18,43,54,876087,1267.25,22.76,86680.05
18,43,55,465086,1266.94,22.77,86681.73
18,43,56,16086,1267.00,22.77,86681.02
18,43,56,565092,1266.96,22.77,86682.02
18,43,57,114093,0.00,0.00,0.00
18,43,57,677091,1266.92,22.78,86682.19
18,43,58,226090,1266.88,22.78,86683.48
18,43,58,798092,1266.77,22.78,86684.47
18,43,59,347092,1266.59,22.78,86685.70
18,43,59,901092,1266.51,22.79,86686.51
18,44,0,449094,0.00,0.00,86687.17
18,44,0,996092,1266.56,22.79,86686.11
18,44,1,545094,1266.49,22.79,86687.45
18,44,2,94094,0.00,0.00,86688.59
18,44,2,641094,1266.46,22.80,86687.70
18,44,3,190092,1266.32,22.80,86689.47
18,44,3,739092,1266.21,22.81,86689.40
18,44,4,288094,1266.13,22.81,86690.59
18,44,4,850064,1266.08,22.82,86691.65
18,44,5,402092,1265.94,22.82,86693.25
18,44,5,952089,1265.78,22.82,86694.20
18,44,6,502093,1265.77,22.83,86694.50
18,44,7,52093,1265.77,22.83,86694.77
18,44,7,605091,1265.66,22.83,86696.15
18,44,8,182086,1265.59,22.84,86696.28
18,44,8,733094,1265.65,22.84,86695.65
18,44,9,281095,1265.64,22.84,86696.52
18,44,9,830094,1265.55,22.85,86697.73
18,44,10,379092,1265.35,22.85,86698.91
18,44,10,928092,1265.35,22.85,86699.52
18,44,11,477092,1265.34,22.86,86698.68
18,44,12,26091,1265.30,22.85,86700.42
18,44,12,593086,1265.23,22.86,86700.84
18,44,13,143066,1265.12,22.86,86701.17
18,44,13,693092,1265.04,22.87,86702.34
18,44,14,244092,1265.00,22.87,86703.34
18,44,14,797091,1264.91,22.87,86703.91
18,44,15,347089,1264.80,22.88,86704.88
18,44,15,899091,1264.72,22.88,86705.04
18,44,16,449091,0.00,22.88,86705.94
18,44,16,988091,1264.75,22.88,86705.80
18,44,17,538094,1264.65,22.88,86706.77
18,44,18,113092,1264.58,22.89,86707.85
18,44,18,664094,1264.49,22.89,86708.26
18,44,19,212092,1264.49,22.90,86707.75
18,44,19,761093,1264.45,22.90,86708.22
18,44,20,327067,1264.32,22.90,86710.43
18,44,20,877088,1264.22,22.91,86711.07
18,44,21,427091,1264.20,22.91,86711.70
18,44,21,974091,1264.09,22.91,86712.78
18,44,22,524092,1263.97,22.92,86712.50
18,44,23,74093,1263.98,22.92,86713.73
18,44,23,624090,1263.89,22.92,86714.42
18,44,24,174088,1263.80,22.93,86715.57
18,44,24,724087,1263.73,22.93,86715.85
18,44,25,274085,1263.66,22.93,86716.40
18,44,25,824090,1263.63,22.94,86717.09
18,44,26,374089,1263.54,22.94,86717.70
18,44,26,924092,1263.55,22.94,86718.21
18,44,27,476091,1263.54,22.94,86717.95
18,44,28,66073,1263.52,22.95,86718.48
18,44,28,615091,1263.38,22.95,86719.77
18,44,29,170095,1263.30,22.96,86720.39
18,44,29,722095,1263.24,22.96,86721.38
18,44,30,271094,1263.12,22.96,86722.31
18,44,30,820094,1263.12,22.96,86722.30
18,44,31,376091,1263.03,22.97,86723.87
18,44,31,925092,1262.97,22.97,86724.01
18,44,32,474094,1262.89,22.98,86725.27
18,44,33,24095,1262.78,22.98,86726.48
18,44,33,573092,1262.74,22.98,86726.98
18,44,34,122092,1262.65,22.98,86727.95
18,44,34,675095,1262.54,22.99,86728.07
18,44,35,224092,1262.57,22.99,86728.36
18,44,35,773092,1262.52,22.99,86729.34
18,44,36,339054,1262.45,23.00,86729.63
18,44,36,890067,1262.39,23.00,86730.14
18,44,37,440086,1262.35,23.00,86730.34
18,44,37,990092,1262.27,23.01,86731.84
18,44,38,540093,1262.10,23.01,86733.20
18,44,39,90090,1262.05,23.01,86734.23
18,44,39,643091,1262.05,23.02,86734.28
18,44,40,193090,1261.99,23.02,86734.89
18,44,40,743091,1261.98,23.02,86735.02
18,44,41,293092,1261.83,23.02,86736.63
18,44,41,862718,1261.75,23.03,86737.30
18,44,42,413092,1261.69,23.03,86737.75
18,44,42,961092,1261.61,23.04,86738.83
18,44,43,510094,0.00,0.00,0.00
18,44,44,74095,1261.55,23.04,86738.95
18,44,44,623092,1261.53,23.04,86740.24
18,44,45,172092,1261.33,23.05,86741.42
18,44,45,721092,1261.34,23.05,86741.09
18,44,46,270093,1261.34,23.05,86741.45
18,44,46,834066,1261.31,23.06,86742.37
18,44,47,384089,1261.22,23.06,86743.07
18,44,47,933089,1261.09,23.06,86744.29
18,44,48,478091,1261.03,23.07,86744.18
18,44,49,31090,1261.04,23.07,86745.45
18,44,49,581091,1260.88,23.07,86745.29
18,44,50,131093,1260.84,23.08,86746.88
18,44,50,681092,1260.78,23.08,86746.96
18,44,51,256091,1260.77,23.08,86747.79
18,44,51,807091,1260.65,23.09,86749.00
18,44,52,356091,1260.56,23.09,86749.83
18,44,52,905089,1260.46,23.09,86751.41
18,44,53,454093,1260.37,23.10,86751.85
18,44,53,999092,1260.29,23.10,86751.88
18,44,54,558088,1260.32,23.10,86752.14
18,44,55,108086,1260.31,23.11,86752.38
18,44,55,658066,1260.24,23.11,86753.26
18,44,56,208089,1260.17,23.11,86754.10
18,44,56,753092,1260.11,23.12,86754.44
18,44,57,303077,1260.00,23.12,86755.86
18,44,57,853094,1259.90,23.12,86756.74
18,44,58,407094,1259.83,23.12,86756.45
18,44,58,956092,1259.87,0.00,0.00
18,44,59,524094,0.00,0.00,0.00
18,45,0,86092,1259.86,23.12,86756.87
18,45,0,635094,1259.79,23.13,86757.50
18,45,1,185094,1259.69,23.14,86759.10
18,45,1,734094,1259.63,23.14,86760.52
18,45,2,301086,1259.49,23.15,86760.76
18,45,2,856091,1259.47,23.15,86762.30
18,45,3,405091,1259.26,23.15,86763.91
18,45,3,955092,1259.20,23.16,86763.56
18,45,4,505092,1259.20,23.16,86764.55
18,45,5,55092,0.00,0.00,0.00
18,45,5,619094,1259.05,23.16,86765.34
18,45,6,172088,1259.05,23.17,86765.92
18,45,6,722094,1258.92,23.17,86766.68
18,45,7,271092,1258.83,23.17,86768.21
18,45,7,820092,1258.74,23.18,86769.47
18,45,8,370093,1258.62,23.18,86770.20
18,45,8,919092,1258.57,23.19,86771.37
18,45,9,468092,1258.49,23.19,86771.38
18,45,10,27089,1258.48,23.19,86771.85
18,45,10,577088,1258.42,23.20,86771.57
18,45,11,151613,0.00,0.00,0.00
18,45,11,714091,1258.37,23.20,86772.18
18,45,12,269092,1258.39,23.20,86772.80
18,45,12,818092,1258.27,23.21,86773.98
18,45,13,367092,1258.26,23.21,86773.59
18,45,13,919092,1258.23,23.21,86774.30
18,45,14,468091,1258.18,23.21,86775.48
18,45,15,17094,1258.02,23.22,86776.91
18,45,15,567094,1257.93,23.22,86777.77
18,45,16,116094,1257.87,23.23,86778.73
18,45,16,665095,1257.71,23.23,86780.39
18,45,17,231067,1257.66,23.23,86780.93
18,45,17,781067,1257.62,23.24,86780.87
18,45,18,331091,1257.63,23.24,86781.40
18,45,18,881091,1257.43,23.24,86782.32
18,45,19,431091,1257.39,23.25,86783.52
18,45,19,981089,1257.37,23.25,86783.98
18,45,20,531091,1257.32,23.25,86783.84
18,45,21,82091,1257.22,23.25,86784.81
18,45,21,655666,1257.17,23.26,86785.80
18,45,22,205094,1257.13,23.26,86785.95
18,45,22,775095,1257.00,23.26,86787.42
18,45,23,324093,1256.94,0.00,0.00
18,45,23,899089,1256.99,23.27,86787.47
18,45,24,448094,1256.93,23.27,86788.41
18,45,25,9095,1256.83,23.28,86789.33
18,45,25,575091,1256.77,0.00,0.00
18,45,26,151090,0.00,0.00,0.00
18,45,26,716091,1256.83,23.28,86789.30
18,45,27,267091,1256.75,23.28,86790.82
18,45,27,817092,1256.60,23.29,86792.17
18,45,28,373084,0.00,0.00,0.00
18,45,28,936082,1256.57,23.29,86793.07
18,45,29,486089,1256.37,23.30,86793.91
18,45,30,36092,1256.33,23.30,86794.37
18,45,30,586094,1256.27,0.00,0.00
18,45,31,152091,1256.32,23.30,86794.96
18,45,31,702091,1256.22,23.31,86796.31
18,45,32,252090,1256.14,23.31,86796.95
18,45,32,802093,1256.03,23.32,0.00
18,45,33,383091,1256.12,23.31,86796.81
18,45,33,945088,1256.00,23.32,86798.68
18,45,34,495078,1255.87,23.33,86799.40
18,45,35,45086,0.00,0.00,0.00
18,45,35,608092,1255.83,23.33,86800.33
18,45,36,160094,1255.65,23.33,86801.80
18,45,36,709089,0.00,0.00,86803.31
18,45,37,257092,1255.52,23.34,86803.41
18,45,37,806092,1255.37,23.34,86805.02
18,45,38,355090,1255.28,23.35,86806.02
18,45,38,904089,1255.26,23.35,86804.70
18,45,39,454085,1255.27,23.36,86805.87
18,45,40,55085,0.00,23.36,86805.58
18,45,40,668005,1255.26,23.36,86806.97
18,45,41,301046,0.00,0.00,0.00
18,45,41,920057,1255.17,23.37,86807.10
18,45,42,548047,1255.03,23.37,86808.80
18,45,43,165047,0.00,0.00,0.00
18,45,43,786047,1254.91,23.37,86810.05
18,45,44,412047,1254.81,23.38,86811.13
18,45,45,33088,1254.78,23.38,86811.46
18,45,45,656085,1254.64,170.02,0.00
18,45,46,282085,0.00,0.00,86813.76
18,45,46,879087,-1326.52,0.00,0.00
18,45,47,531085,1254.58,23.39,86813.59
Intializing Altimeter
18,41,0,196479,1308.06,23.43,98461.43
18,41,0,781039,209.95,23.44,98464.26
18,41,1,331046,209.80,23.44,98464.77
18,41,1,881078,209.73,23.45,98465.92
18,41,2,431093,209.66,23.45,98466.44
18,41,2,978091,0.00,23.46,98466.47
18,41,3,516096,209.59,23.46,98467.46
18,41,4,69095,209.58,23.46,98466.37
18,41,4,618094,209.63,23.47,98466.32
18,41,5,167094,0.00,0.00,0.00
18,41,5,729093,209.67,23.47,98466.57
18,41,6,279094,209.64,23.48,98465.62
18,41,6,828093,209.67,23.48,98466.23
18,41,7,381093,209.63,23.48,98467.70
18,41,7,930094,209.60,23.49,98466.55
18,41,8,479094,209.66,23.49,98465.76
18,41,9,29094,209.75,23.50,98465.09
18,41,9,578094,209.78,23.50,98464.81
18,41,10,127095,209.74,23.50,98466.09
18,41,10,676096,209.56,23.50,98467.39
18,41,11,236050,209.50,23.51,98468.01
18,41,11,865049,209.53,23.51,98467.77
18,41,12,494048,0.00,0.00,0.00
18,41,13,103049,209.56,23.52,98467.56
18,41,13,796117,209.57,23.52,98466.36
18,41,14,344970,209.68,23.52,98466.37
18,41,14,925093,209.63,23.53,98466.04
18,41,15,474093,209.67,0.00,0.00
18,41,16,49096,209.65,23.53,98466.69
18,41,16,598096,209.59,23.54,98465.42
18,41,17,147095,209.69,23.54,98466.05
18,41,17,696093,209.70,23.54,98465.55
18,41,18,245094,209.73,23.55,98464.85
18,41,18,794093,209.71,23.55,98466.05
18,41,19,343093,209.68,23.56,98466.27
18,41,19,896094,209.62,23.56,98466.66
18,41,20,446093,209.59,23.57,98467.30
18,41,20,995094,209.49,23.57,98468.12
18,41,21,544094,209.44,23.57,98468.05
18,41,22,94094,209.59,23.57,98467.38
18,41,22,643096,209.60,23.58,98466.89
18,41,23,201055,209.62,23.58,98466.65
18,41,23,752063,209.75,23.58,98464.85
18,41,24,326328,209.75,23.59,98465.89
18,41,24,872093,209.75,23.59,98465.47
18,41,25,421090,209.78,23.59,98466.09
18,41,25,985090,209.62,23.60,98466.30
18,41,26,601091,209.65,23.60,98466.96
18,41,27,218091,209.67,23.61,98465.41
18,41,27,826084,209.73,23.61,98465.58
18,41,28,444093,209.73,23.61,98465.76
18,41,28,993093,209.74,0.00,0.00
18,41,29,568092,209.68,23.61,98466.10
18,41,30,117092,209.66,23.62,98466.37
18,41,30,666093,209.61,23.62,98467.22
18,41,31,215094,209.59,23.63,98467.23
18,41,31,764094,209.58,23.63,98466.74
18,41,32,309094,209.53,23.63,98466.57
18,41,32,853094,209.65,23.64,98465.87
18,41,33,402093,209.73,23.64,98465.40
18,41,33,951093,209.69,23.64,98466.27
18,41,34,509095,209.67,23.65,98465.94
18,41,35,76090,209.72,23.65,98465.91
18,41,35,625067,0.00,0.00,98467.19
18,41,36,178093,0.00,0.00,0.00
18,41,36,740091,209.58,23.65,98465.99
18,41,37,290092,209.71,0.00,0.00
18,41,37,866090,209.73,23.66,98465.13
18,41,38,416091,209.69,23.66,98466.25
18,41,38,966093,209.73,23.67,98465.93
18,41,39,515091,209.70,0.00,0.00
18,41,40,102093,209.70,23.67,98465.87
18,41,40,651094,209.73,23.68,98465.76
18,41,41,210093,209.71,23.69,98465.89
18,41,41,760093,209.72,23.69,98465.95
18,41,42,309094,209.73,23.69,98465.93
18,41,42,952087,459.47,23.71,93396.79
18,41,43,502088,797.22,23.71,90544.98
18,41,44,52092,992.18,23.71,88941.34
18,41,44,602093,0.00,0.00,0.00
18,41,45,165094,0.00,23.71,88427.31
18,41,45,706092,0.00,0.00,0.00
18,41,46,268092,1139.40,23.71,87750.50
18,41,46,818093,0.00,0.00,0.00
18,41,47,384093,1186.77,23.72,87371.31
18,41,47,933089,1213.38,23.72,87159.27
18,41,48,483090,1228.34,23.73,87040.77
18,41,49,62322,1236.75,0.00,0.00
18,41,49,637093,1239.51,23.73,86951.64
18,41,50,186093,1243.02,23.74,86923.97
18,41,50,739094,0.00,0.00,0.00
18,41,51,301093,0.00,0.00,86916.40
18,41,51,848093,1245.56,23.74,86904.17
18,41,52,397093,1246.28,23.75,86897.38
18,41,52,946094,1246.79,23.75,86894.48
18,41,53,495094,1246.90,23.76,86893.63
18,41,54,44095,1246.96,23.76,86894.35
18,41,54,593094,1246.85,23.77,86894.34
18,41,55,148095,1246.84,23.77,86894.80
18,41,55,697094,1246.91,23.77,86894.62
18,41,56,246093,1246.80,23.78,86895.55
18,41,56,795094,1246.73,23.78,86896.93
18,41,57,344093,1246.59,23.78,86898.23
18,41,57,909062,1246.53,23.79,86898.48
18,41,58,463062,1246.51,23.79,86898.43
18,41,59,33058,0.00,0.00,86899.75
18,41,59,615093,1246.43,23.79,86899.95
18,42,0,186096,1246.38,23.80,86901.13
18,42,0,734093,1246.20,23.80,86901.87
18,42,1,283093,1246.10,23.81,86903.51
18,42,1,834093,0.00,23.81,86904.73
18,42,2,371095,1245.95,23.81,86904.42
18,42,2,920094,1245.86,23.82,86905.25
18,42,3,469093,1245.79,23.82,86905.73
18,42,4,18093,1245.85,23.83,86905.47
18,42,4,567093,1245.76,23.83,0.00
18,42,5,142094,-425.25,23.83,86906.69
18,42,5,691093,1245.64,23.83,86908.41
18,42,6,239093,1245.56,23.84,86908.72
18,42,6,800093,1245.53,23.84,86909.78
18,42,7,363086,1245.39,23.85,86909.99
18,42,7,912092,1245.39,23.85,86911.47
18,42,8,462090,1245.27,0.00,0.00
18,42,9,29093,1245.32,23.85,86911.32
18,42,9,579087,1245.28,23.86,86912.12
18,42,10,128091,1245.16,23.86,86913.70
18,42,10,678089,1245.00,23.87,86915.23
18,42,11,228093,1244.92,23.87,86915.55
18,42,11,778087,1244.85,23.88,86916.50
18,42,12,328089,1244.76,23.88,86917.28
18,42,12,880094,1244.72,23.88,86918.30
18,42,13,435094,1244.63,23.88,86917.56
18,42,13,985093,1244.57,23.89,86918.55
18,42,14,535095,0.00,0.00,86919.88
18,42,15,83093,1244.65,23.89,86918.44
18,42,15,633096,1244.51,23.89,86920.32
18,42,16,183095,1244.43,23.90,86921.30
18,42,16,733093,1244.36,23.90,86921.70
18,42,17,283093,0.00,0.00,0.00
18,42,17,846091,1244.28,23.91,86922.67
18,42,18,395086,0.00,0.00,86924.45
18,42,18,991086,1244.17,23.91,86923.14
18,42,19,630093,1244.11,23.92,86925.52
18,42,20,180092,1243.88,0.00,0.00
18,42,20,747092,0.00,0.00,0.00
18,42,21,313092,1243.86,23.92,86927.41
18,42,21,864093,1243.71,23.93,86928.02
18,42,22,414093,1243.68,23.93,86929.25
18,42,22,964093,1243.54,0.00,0.00
18,42,23,532092,1243.53,23.94,86930.40
18,42,24,82093,1243.43,23.94,86931.77
18,42,24,632093,1243.23,23.95,86933.01
18,42,25,188091,1243.26,23.95,86933.16
18,42,25,759086,0.00,0.00,86933.95
18,42,26,356086,1243.28,23.96,86933.55
