hours, minutes, seconds, microseconds, accel_x, accel_y, accel_z, linear_x, linear_y, linear_z, gravity_x, gravity_y, gravity_z, quat_w, quat_x, quat_y, quat_z, gyro_x, gyro_y, gyro_z
Initializing IMU
18,41,0,309619,1.76,-8.84,-1.33,-0.25,0.60,0.32,2.03,-9.44,-1.66,-0.76,-0.03,-0.11,0.63,-4.06,5.69,-12.31
18,41,0,832093,3.51,-8.62,-2.16,0.44,0.44,-0.06,3.07,-9.07,-2.10,-0.78,-0.06,-0.15,0.61,-1.94,-4.62,-9.13
18,41,1,349092,3.85,-8.33,-1.75,0.31,0.55,0.39,3.54,-8.88,-2.14,-0.78,-0.09,-0.16,0.60,-4.44,2.81,-1.50
18,41,1,870092,4.01,-8.11,-2.60,0.28,0.66,-0.34,3.77,-8.76,-2.25,-0.78,-0.10,-0.17,0.60,4.69,-5.56,2.37
18,41,2,387091,2.98,-8.44,-2.09,-0.47,0.51,-0.09,3.45,-8.95,-1.99,-0.77,-0.09,-0.16,0.61,-3.81,3.69,0.62
18,41,2,921091,3.30,-8.38,-2.28,-0.08,0.62,-0.15,3.31,-8.98,-2.10,-0.77,-0.08,-0.15,0.61,6.69,-5.69,5.62
18,41,3,451079,2.78,-8.68,-1.06,-0.15,0.54,0.49,2.93,-9.22,-1.56,-0.75,-0.10,-0.11,0.64,0.94,-8.31,4.12
18,41,3,966080,3.19,-8.52,-1.33,0.20,0.65,0.40,2.98,-9.17,-1.73,-0.76,-0.13,-0.09,0.63,0.06,-6.31,-8.94
18,41,4,489061,3.02,-8.49,-1.77,-0.13,0.61,-0.01,3.15,-9.11,-1.75,-0.76,-0.13,-0.11,0.63,2.44,1.87,2.62
18,41,5,9086,3.11,-8.50,-1.56,0.03,0.64,0.16,3.07,-9.15,-1.72,-0.76,-0.12,-0.10,0.63,0.69,-2.19,0.37
18,41,5,527079,3.49,-8.98,-1.59,-0.02,0.07,-0.17,3.49,-9.05,-1.40,-0.75,-0.10,-0.15,0.64,1.12,16.87,-5.44
18,41,6,45082,3.52,-8.96,-1.62,0.03,0.06,-0.07,3.49,-9.03,-1.55,-0.75,-0.12,-0.13,0.63,-6.87,5.06,4.44
18,41,6,566062,3.68,-8.98,-1.33,0.26,0.05,0.35,3.41,-9.03,-1.69,-0.75,-0.13,-0.12,0.63,-2.31,-3.50,2.56
18,41,7,85082,3.53,-8.86,-1.76,0.04,0.07,0.00,3.37,-9.03,-1.78,-0.76,-0.13,-0.12,0.63,0.94,3.06,-1.81
18,41,7,607093,3.28,-8.89,-1.57,-0.21,0.14,0.15,3.37,-9.03,-1.78,-0.76,-0.14,-0.11,0.63,2.62,-13.75,-1.94
18,41,8,126032,3.60,-8.89,-2.01,0.21,0.14,-0.24,3.38,-9.03,-1.77,-0.76,-0.14,-0.11,0.63,-1.12,1.31,1.19
18,41,8,646095,3.38,-9.12,-1.58,0.04,-0.02,-0.07,3.33,-9.09,-1.50,-0.75,-0.13,-0.12,0.64,1.75,-3.00,4.50
18,41,9,165092,3.45,-9.15,-1.19,0.12,0.00,0.24,3.19,-9.16,-1.43,-0.75,-0.12,-0.11,0.64,-0.62,1.00,1.75
18,41,9,698614,3.37,-9.20,-1.23,0.27,-0.02,0.26,3.09,-9.18,-1.49,-0.75,-0.12,-0.10,0.64,-1.00,0.37,3.00
18,41,10,214996,3.06,-9.17,-1.41,-0.02,0.01,0.05,3.05,-9.20,-1.44,-0.75,-0.12,-0.11,0.64,-0.81,-0.56,-0.81
18,41,10,741092,2.87,-9.27,-0.76,-0.11,-0.04,0.60,2.99,-9.23,-1.36,-0.75,-0.12,-0.10,0.65,4.12,-6.12,-0.37
18,41,11,262094,2.84,-9.27,-1.07,-0.15,-0.01,0.13,2.99,-9.26,-1.20,-0.74,-0.13,-0.09,0.66,5.25,-6.69,-1.25
18,41,11,784091,3.23,-9.23,-0.87,0.28,0.04,0.26,2.95,-9.28,-1.14,-0.74,-0.13,-0.09,0.66,-0.25,1.19,0.13
Initializing IMU
18,41,0,261375,0.78,-9.38,-0.50,0.53,0.53,-0.07,0.22,-9.79,-0.46,-0.71,-0.12,0.10,0.68,1.37,-0.94,-0.19
18,41,0,779094,0.55,-9.30,-0.28,0.20,0.48,0.04,0.34,-9.79,-0.32,-0.71,-0.12,0.09,0.69,1.75,-2.06,-0.25
18,41,1,297092,0.60,-9.32,-0.03,0.18,0.47,0.12,0.41,-9.79,-0.16,-0.70,-0.12,0.09,0.69,1.44,-0.94,-0.25
18,41,1,815093,0.47,-9.30,0.02,0.03,0.49,0.04,0.44,-9.79,-0.01,-0.70,-0.13,0.09,0.70,1.06,2.06,-0.19
18,41,2,335093,0.77,-9.24,0.45,0.29,0.54,0.34,0.47,-9.79,0.10,-0.69,-0.13,0.10,0.70,-2.31,4.12,-0.06
18,41,2,856093,0.60,-9.42,0.00,0.10,0.36,0.03,0.49,-9.79,-0.03,-0.70,-0.13,0.09,0.70,0.44,-4.94,-0.06
18,41,3,377093,0.37,-9.27,0.00,-0.14,0.52,-0.01,0.51,-9.79,0.00,-0.69,-0.13,0.09,0.70,0.06,-3.31,-0.31
18,41,3,897093,0.23,-9.37,0.25,-0.29,0.41,0.22,0.53,-9.79,0.03,-0.69,-0.13,0.09,0.70,0.62,-4.25,-0.88
18,41,4,416093,0.42,-9.32,0.56,-0.14,0.46,0.52,0.56,-9.79,0.03,-0.69,-0.13,0.09,0.70,1.62,-3.56,0.00
18,41,4,937091,0.34,-9.31,0.30,-0.21,0.47,0.17,0.55,-9.78,0.13,-0.69,-0.13,0.09,0.71,-3.44,0.25,0.19
18,41,5,461093,0.77,-9.23,0.00,0.21,0.55,-0.02,0.55,-9.79,0.03,-0.69,-0.13,0.09,0.70,-1.69,0.19,-0.13
18,41,5,989091,0.51,-9.30,0.22,-0.11,0.46,0.36,0.55,-9.79,-0.04,-0.70,-0.13,0.09,0.70,-0.75,-1.94,-0.13
18,41,6,517062,0.45,-8.87,-0.36,-0.10,0.91,-0.25,0.55,-9.79,-0.11,-0.70,-0.13,0.09,0.70,3.50,-6.87,1.00
18,41,7,37068,0.40,-9.45,0.34,-0.13,0.33,0.39,0.54,-9.79,-0.04,-0.70,-0.13,0.09,0.70,2.12,-2.37,-0.44
18,41,7,559084,0.70,-9.43,0.11,0.16,0.35,0.04,0.54,-9.79,0.07,-0.69,-0.12,0.08,0.70,-0.06,7.12,0.06
18,41,8,83086,0.54,-9.33,0.69,0.00,0.45,0.41,0.54,-9.78,0.27,-0.69,-0.12,0.08,0.71,-1.56,1.44,-0.13
18,41,8,605047,0.33,-9.30,0.23,-0.22,0.47,-0.07,0.55,-9.78,0.31,-0.69,-0.12,0.08,0.71,1.56,-3.69,-0.19
18,41,9,138151,0.52,-9.27,0.40,-0.03,0.51,-0.02,0.55,-9.78,0.42,-0.68,-0.12,0.08,0.72,0.13,-0.31,0.00
18,41,9,660055,0.48,-9.26,0.68,-0.07,0.51,0.16,0.56,-9.77,0.52,-0.68,-0.12,0.08,0.72,-2.12,0.25,0.13
18,41,10,183058,0.56,-9.30,0.30,0.01,0.48,0.09,0.55,-9.78,0.20,-0.69,-0.12,0.08,0.71,-1.25,1.37,-0.06
18,41,10,703093,0.48,-9.32,0.27,-0.07,0.46,0.14,0.56,-9.78,0.12,-0.69,-0.12,0.08,0.71,-0.19,0.00,-0.13
18,41,11,224092,0.47,-9.40,0.20,-0.08,0.38,0.10,0.56,-9.78,0.09,-0.69,-0.12,0.08,0.71,1.31,0.25,-0.13
18,41,11,742093,0.52,-9.35,-0.03,-0.05,0.43,-0.02,0.58,-9.78,-0.01,-0.70,-0.13,0.08,0.70,-1.50,-2.87,0.25
18,41,12,261093,0.44,-9.27,-0.32,-0.13,0.51,-0.20,0.57,-9.78,-0.11,-0.70,-0.13,0.08,0.70,-0.88,2.25,0.13
18,41,12,782090,0.50,-9.24,-0.36,-0.06,0.54,-0.32,0.57,-9.78,-0.04,-0.70,-0.12,0.08,0.70,5.75,-1.50,-0.06
18,41,13,304092,0.45,-9.25,-0.11,-0.11,0.53,-0.06,0.56,-9.79,-0.05,-0.70,-0.13,0.09,0.70,2.44,-3.25,-0.25
18,41,13,830089,0.37,-9.31,-0.07,-0.18,0.47,-0.03,0.56,-9.79,-0.04,-0.70,-0.12,0.08,0.70,-1.50,-2.56,0.31
18,41,14,351090,0.75,-9.37,0.05,0.19,0.41,0.10,0.56,-9.79,-0.04,-0.70,-0.12,0.08,0.70,-0.31,6.56,-0.44
18,41,14,870092,0.30,-9.39,0.92,-0.25,0.39,0.71,0.56,-9.78,0.21,-0.69,-0.13,0.09,0.71,9.00,-4.37,-0.19
18,41,15,391091,0.52,-9.28,0.22,-0.08,0.52,-0.02,0.55,-9.78,0.25,-0.69,-0.12,0.08,0.71,-2.50,5.06,-0.31
18,41,15,914089,0.69,-9.33,0.82,0.16,0.45,0.66,0.53,-9.79,0.15,-0.69,-0.13,0.10,0.71,2.94,-4.87,-0.13
18,41,16,434091,0.96,-9.39,0.32,0.39,0.41,-0.28,0.53,-9.78,0.34,-0.68,-0.14,0.10,0.71,-0.69,-8.81,-0.13
18,41,16,953092,0.23,-9.30,0.55,-0.30,0.48,0.26,0.54,-9.78,0.28,-0.68,-0.14,0.11,0.71,0.06,-1.94,0.25
18,41,17,471093,0.53,-9.27,0.44,0.00,0.50,0.05,0.54,-9.78,0.38,-0.68,-0.14,0.11,0.71,-0.56,1.62,-0.06
18,41,17,990093,0.71,-9.16,-0.12,0.16,0.62,-0.49,0.54,-9.78,0.37,-0.68,-0.14,0.11,0.71,3.56,5.12,0.69
18,41,18,515090,0.07,-9.29,1.02,-0.38,0.46,0.57,0.53,-9.78,0.48,-0.68,-0.14,0.11,0.72,1.00,-5.44,-0.06
18,41,19,34090,0.25,-9.24,0.33,-0.29,0.53,-0.16,0.54,-9.77,0.50,-0.67,-0.14,0.11,0.72,2.50,2.69,-0.13
18,41,19,554033,0.23,-9.27,-0.24,-0.30,0.50,-0.76,0.54,-9.77,0.51,-0.67,-0.14,0.10,0.72,0.37,2.56,-0.13
18,41,20,76093,0.65,-9.32,0.56,0.09,0.45,0.17,0.55,-9.78,0.39,-0.68,-0.14,0.10,0.71,0.00,1.37,0.13
18,41,20,598092,0.88,-9.28,0.97,0.33,0.49,0.42,0.55,-9.77,0.55,-0.67,-0.14,0.11,0.72,-0.94,-0.37,-0.13
18,41,21,123093,0.48,-9.27,0.84,-0.06,0.49,0.31,0.54,-9.77,0.52,-0.67,-0.15,0.11,0.72,1.12,0.75,-0.37
18,41,21,643093,0.66,-9.30,0.16,0.13,0.48,-0.04,0.52,-9.79,0.20,-0.68,-0.14,0.11,0.71,-8.50,0.31,0.19
18,41,22,165090,0.43,-9.23,0.62,-0.13,0.54,0.33,0.56,-9.78,0.28,-0.68,-0.14,0.10,0.71,-8.50,4.75,0.62
18,41,22,687095,0.37,-9.16,-0.44,-0.17,0.63,-0.42,0.55,-9.79,-0.01,-0.69,-0.14,0.10,0.70,1.06,-0.75,-0.13
18,41,23,213092,0.54,-9.09,-0.22,-0.02,0.69,-0.31,0.56,-9.79,0.08,-0.69,-0.13,0.10,0.70,3.12,1.00,-0.44
18,41,23,736095,0.39,-9.26,0.58,-0.16,0.52,0.45,0.56,-9.78,0.13,-0.69,-0.13,0.09,0.71,1.56,-1.31,0.19
18,41,24,254093,0.60,-9.32,0.55,0.04,0.46,0.34,0.56,-9.78,0.20,-0.69,-0.14,0.10,0.71,-0.88,0.31,0.19
18,41,24,773093,0.51,-9.32,0.39,-0.01,0.55,-0.16,0.56,-9.78,0.26,-0.68,-0.14,0.10,0.71,-4.87,0.62,0.19
18,41,25,292093,0.22,-9.30,0.25,-0.34,0.48,0.20,0.56,-9.78,0.05,-0.69,-0.14,0.10,0.70,-1.94,1.56,0.19
18,41,25,809093,0.58,-9.34,0.23,0.03,0.49,0.31,0.56,-9.79,-0.02,-0.69,-0.14,0.10,0.70,-0.44,2.50,0.00
18,41,26,328090,0.51,-9.30,0.06,-0.07,0.48,0.11,0.58,-9.78,-0.05,-0.69,-0.14,0.10,0.70,1.19,1.19,-0.31
18,41,26,848093,0.50,-9.29,0.39,-0.07,0.49,0.31,0.57,-9.78,0.07,-0.69,-0.14,0.10,0.70,0.37,2.12,-0.25
18,41,27,366091,0.55,-9.29,0.32,0.04,0.49,0.18,0.57,-9.78,0.22,-0.68,-0.14,0.11,0.71,0.31,-1.81,-0.25
18,41,27,885090,0.64,-9.29,0.20,0.06,0.49,0.00,0.57,-9.78,0.19,-0.69,-0.14,0.10,0.71,0.44,-0.50,0.31
18,41,28,405090,0.53,-9.29,0.14,-0.03,0.49,0.02,0.56,-9.78,0.11,-0.69,-0.14,0.10,0.70,-3.50,-1.87,0.06
18,41,28,927824,0.63,-9.32,0.30,-0.01,0.46,0.13,0.58,-9.78,0.15,-0.69,-0.14,0.10,0.71,-0.31,-1.12,0.37
18,41,29,454091,0.54,-9.30,0.01,-0.03,0.48,-0.08,0.58,-9.78,0.10,-0.69,-0.14,0.10,0.70,0.81,-0.31,0.06
18,41,29,974093,0.50,-9.31,0.07,-0.08,0.47,-0.10,0.59,-9.78,0.17,-0.69,-0.14,0.10,0.71,-0.44,-1.62,0.25
18,41,30,493086,0.64,-9.30,0.33,0.05,0.47,0.09,0.59,-9.78,0.23,-0.68,-0.14,0.10,0.71,-2.44,-1.75,0.00
18,41,31,13088,0.51,-9.30,0.10,-0.04,0.49,-0.01,0.59,-9.78,0.12,-0.69,-0.14,0.10,0.70,0.00,1.06,0.06
18,41,31,534095,0.49,-9.29,0.22,-0.10,0.48,0.09,0.59,-9.78,0.12,-0.69,-0.14,0.10,0.70,-0.19,0.06,-0.06
18,41,32,53093,0.56,-9.31,0.03,-0.03,0.47,-0.01,0.59,-9.78,0.05,-0.69,-0.14,0.10,0.70,1.44,-3.25,-0.37
18,41,32,574094,0.64,-9.27,-0.12,0.01,0.50,-0.09,0.62,-9.78,-0.03,-0.70,-0.13,0.09,0.70,1.25,8.31,-0.06
18,41,33,92093,0.52,-9.27,-0.04,-0.10,0.51,-0.09,0.63,-9.78,0.04,-0.69,-0.13,0.09,0.70,-1.81,0.81,0.25
18,41,33,610093,0.62,-9.16,0.05,0.01,0.61,0.09,0.60,-9.78,-0.04,-0.69,-0.14,0.09,0.70,12.37,-11.06,-1.62
18,41,34,133095,0.46,-9.35,0.50,-0.16,0.43,0.32,0.63,-9.78,0.17,-0.69,-0.14,0.10,0.71,-1.00,-0.06,0.62
18,41,34,651093,0.27,-9.31,-0.57,-0.37,0.46,-0.53,0.65,-9.78,-0.04,-0.69,-0.14,0.09,0.70,-1.00,9.13,2.81
18,41,35,170093,0.77,-9.25,-0.25,0.15,0.53,-0.24,0.61,-9.78,-0.01,-0.69,-0.14,0.09,0.70,-0.37,4.37,-0.25
18,41,35,688818,0.48,-9.48,0.62,-0.13,0.30,0.59,0.61,-9.78,0.02,-0.69,-0.14,0.10,0.70,0.31,1.44,0.00
18,41,36,206091,0.67,-9.31,0.12,0.05,0.47,0.09,0.61,-9.78,0.02,-0.69,-0.14,0.10,0.70,-1.50,-2.19,0.06
18,41,36,725091,0.63,-9.32,0.23,0.02,0.45,0.17,0.61,-9.78,0.06,-0.69,-0.14,0.10,0.70,-0.25,-0.69,0.13
18,41,37,245089,0.58,-9.30,0.26,-0.02,0.48,0.18,0.61,-9.78,0.08,-0.69,-0.14,0.10,0.70,-0.13,-0.44,-0.13
18,41,37,771092,0.56,-9.30,0.00,-0.05,0.48,-0.07,0.61,-9.78,0.06,-0.69,-0.14,0.10,0.70,-3.44,1.06,0.06
18,41,38,292032,0.59,-9.29,0.22,-0.01,0.48,0.18,0.61,-9.78,0.04,-0.69,-0.14,0.10,0.70,0.13,4.50,0.06
18,41,38,813093,0.58,-9.30,0.17,-0.02,0.47,0.14,0.60,-9.78,0.03,-0.69,-0.14,0.10,0.70,-1.06,1.81,-0.06
18,41,39,344095,0.62,-9.32,0.26,-0.02,0.46,0.17,0.60,-9.78,0.03,-0.69,-0.14,0.10,0.70,-0.50,0.19,0.06
18,41,39,878062,0.49,-9.29,0.00,-0.11,0.49,0.08,0.60,-9.78,-0.07,-0.70,-0.14,0.10,0.70,1.25,0.44,-0.13
18,41,40,399090,0.67,-9.27,-0.33,0.06,0.51,-0.24,0.60,-9.78,-0.08,-0.70,-0.14,0.10,0.70,-3.87,3.62,-0.13
18,41,40,919092,0.79,-9.31,0.19,0.19,0.47,0.15,0.60,-9.78,0.04,-0.69,-0.14,0.10,0.70,-0.19,1.44,-0.06
18,41,41,442092,0.53,-9.26,0.03,0.02,0.53,-0.43,0.60,-9.78,0.07,-0.69,-0.14,0.10,0.70,-0.56,5.56,0.06
18,41,41,964089,0.93,-9.25,-0.41,0.29,0.57,-0.55,0.60,-9.78,0.05,-0.69,-0.14,0.10,0.70,-1.87,0.75,0.37
18,41,42,484089,0.53,-9.25,-0.09,-0.07,0.53,-0.20,0.60,-9.78,0.11,-0.69,-0.15,0.11,0.70,-2.94,9.69,0.13
18,41,43,3091,0.58,-9.35,0.29,-0.02,0.43,0.29,0.61,-9.78,0.00,-0.69,-0.15,0.11,0.70,0.13,-1.44,0.06
18,41,43,525089,0.47,-9.31,-0.10,-0.11,0.46,-0.01,0.59,-9.78,-0.09,-0.70,-0.14,0.10,0.70,2.19,-9.25,-0.88
18,41,44,44089,0.63,-9.34,0.11,0.03,0.44,0.06,0.59,-9.78,0.05,-0.69,-0.14,0.10,0.70,1.06,1.87,0.00
18,41,44,564091,0.64,-9.24,-0.04,0.03,0.54,0.07,0.60,-9.78,-0.12,-0.70,-0.14,0.10,0.70,-1.00,0.13,-0.31
18,41,45,85090,0.26,-9.34,-0.02,-0.33,0.44,0.05,0.60,-9.78,-0.08,-0.70,-0.14,0.09,0.70,-1.19,-0.94,0.00
18,41,45,606090,0.41,-9.37,0.02,-0.17,0.41,0.03,0.58,-9.78,0.00,-0.69,-0.14,0.10,0.70,-2.44,-2.00,0.00
18,41,46,128170,0.46,-9.25,-0.21,-0.12,0.53,-0.08,0.59,-9.78,-0.12,-0.70,-0.15,0.10,0.70,-1.56,-3.56,0.00
18,41,46,651093,1.23,-9.32,0.38,0.59,0.45,0.58,0.63,-9.78,-0.19,-0.70,-0.15,0.10,0.69,2.37,-7.56,-1.50
18,41,47,170092,0.60,-9.32,-0.13,0.02,0.45,0.21,0.57,-9.78,-0.34,-0.70,-0.15,0.10,0.69,-1.81,-0.19,-0.25
18,41,47,697921,0.56,-9.29,-0.43,-0.01,0.48,-0.10,0.57,-9.78,-0.32,-0.70,-0.15,0.10,0.69,-0.75,5.56,0.13
18,41,48,213994,0.54,-9.29,-0.29,-0.05,0.48,-0.12,0.59,-9.78,-0.16,-0.70,-0.15,0.11,0.69,-1.69,2.25,0.00
18,41,48,740090,0.57,-9.27,-0.31,-0.02,0.50,-0.02,0.59,-9.78,-0.29,-0.70,-0.15,0.10,0.69,0.62,0.00,-0.13
18,41,49,268092,0.67,-9.31,-0.35,0.06,0.44,-0.03,0.59,-9.78,-0.38,-0.71,-0.15,0.10,0.69,-1.50,1.81,0.31
18,41,49,787091,0.67,-9.27,-0.48,0.08,0.51,-0.10,0.59,-9.78,-0.37,-0.70,-0.15,0.10,0.69,-0.06,7.06,-0.06
18,41,50,308090,0.50,-9.30,-0.53,-0.09,0.47,-0.10,0.59,-9.77,-0.42,-0.71,-0.15,0.10,0.68,-1.81,-5.06,-0.13
18,41,50,829092,0.48,-9.20,-1.12,-0.10,0.55,-0.45,0.58,-9.76,-0.67,-0.71,-0.15,0.10,0.67,-2.06,-3.81,0.37
18,41,51,351092,0.42,-9.29,-0.60,-0.14,0.47,0.00,0.56,-9.77,-0.59,-0.71,-0.15,0.11,0.68,0.13,-0.81,-0.06
18,41,51,875093,0.49,-9.28,-0.53,-0.08,0.49,-0.02,0.57,-9.77,-0.51,-0.71,-0.15,0.10,0.68,1.12,-1.44,0.00
18,41,52,394093,0.48,-9.27,-0.65,-0.09,0.49,-0.13,0.58,-9.77,-0.51,-0.71,-0.15,0.10,0.68,-0.44,1.62,0.00
18,41,52,914092,0.57,-9.30,-0.29,0.09,0.52,0.04,0.58,-9.77,-0.51,-0.71,-0.15,0.10,0.68,-2.31,1.31,0.13
18,41,53,434091,0.51,-9.31,-0.49,-0.06,0.45,0.09,0.58,-9.77,-0.58,-0.71,-0.15,0.10,0.68,-1.06,0.88,0.13
18,41,53,955092,0.59,-9.30,-0.60,0.01,0.46,-0.02,0.58,-9.77,-0.57,-0.71,-0.15,0.11,0.68,0.37,0.19,0.00
18,41,54,480091,0.48,-9.28,-0.64,-0.17,0.50,0.00,0.59,-9.77,-0.58,-0.71,-0.15,0.10,0.68,0.31,-1.19,0.00
18,41,54,999091,0.59,-9.28,-0.57,0.00,0.48,0.01,0.58,-9.77,-0.59,-0.71,-0.15,0.10,0.68,-1.00,0.44,-0.06
18,41,55,520093,0.49,-9.28,-0.40,-0.09,0.48,0.08,0.58,-9.77,-0.49,-0.71,-0.16,0.11,0.68,1.69,0.50,-0.13
18,41,56,41095,0.52,-9.27,-0.56,-0.07,0.49,-0.10,0.59,-9.77,-0.45,-0.71,-0.15,0.11,0.68,0.44,3.19,0.00
18,41,56,559090,0.52,-9.29,-0.41,-0.07,0.48,0.00,0.60,-9.77,-0.40,-0.71,-0.15,0.11,0.68,-0.13,1.37,-0.06
18,41,57,81089,0.60,-9.30,-0.11,0.00,0.47,0.23,0.60,-9.78,-0.35,-0.70,-0.15,0.11,0.69,0.37,-1.56,-0.06
18,41,57,601092,1.12,-9.30,0.70,0.54,0.47,1.09,0.57,-9.78,-0.39,-0.70,-0.16,0.12,0.68,-1.69,7.94,-0.69
18,41,58,118095,0.78,-9.30,-0.73,0.19,0.45,0.00,0.59,-9.76,-0.73,-0.72,-0.15,0.10,0.67,3.31,5.00,0.00
18,41,58,644093,0.50,-9.25,-0.79,-0.08,0.50,-0.05,0.59,-9.76,-0.73,-0.72,-0.15,0.10,0.67,-1.50,3.50,0.06
18,41,59,162092,0.53,-9.31,-0.28,-0.08,0.43,0.41,0.59,-9.76,-0.67,-0.71,-0.15,0.10,0.67,-0.75,-2.12,0.19
18,41,59,686093,0.73,-9.29,-0.68,0.15,0.46,0.05,0.58,-9.76,-0.74,-0.72,-0.16,0.10,0.67,2.81,-4.75,0.13
18,42,0,210091,0.48,-9.41,-1.00,-0.09,0.35,-0.30,0.57,-9.76,-0.69,-0.71,-0.16,0.11,0.67,-6.50,-6.31,0.37
18,42,0,728095,0.20,-9.24,-0.84,-0.40,0.42,-0.14,0.58,-9.76,-0.71,-0.71,-0.16,0.11,0.67,-4.50,-5.50,0.06
18,42,1,248093,0.49,-9.34,-0.73,-0.09,0.42,-0.10,0.58,-9.76,-0.63,-0.71,-0.16,0.11,0.67,1.00,2.81,0.00
18,42,1,769093,0.65,-9.25,-0.79,0.06,0.51,-0.17,0.59,-9.76,-0.61,-0.71,-0.16,0.11,0.68,-0.37,-4.62,0.13
18,42,2,289091,0.52,-9.28,-0.75,-0.07,0.48,-0.14,0.59,-9.76,-0.60,-0.71,-0.16,0.11,0.68,-2.81,0.06,0.00
18,42,2,810095,0.41,-9.25,-0.62,-0.15,0.51,0.01,0.57,-9.76,-0.64,-0.71,-0.16,0.11,0.67,-1.62,0.44,2.56
18,42,3,328093,0.49,-9.12,-0.43,-0.01,0.65,0.09,0.51,-9.77,-0.52,-0.71,-0.16,0.11,0.68,0.75,3.94,-1.06
18,42,3,846091,0.46,-9.24,-0.82,-0.03,0.53,-0.32,0.50,-9.78,-0.50,-0.71,-0.15,0.11,0.68,0.06,-0.06,0.88
18,42,4,367091,0.61,-9.57,-1.18,0.11,0.20,-0.67,0.49,-9.78,-0.50,-0.71,-0.15,0.11,0.68,2.94,-3.12,-3.44
18,42,4,892093,-0.76,-9.36,1.91,-1.24,0.42,2.19,0.48,-9.79,-0.28,-0.70,-0.14,0.10,0.69,4.12,7.62,0.25
18,42,5,413093,-0.21,-9.24,-0.84,-0.63,0.54,-0.51,0.42,-9.79,-0.33,-0.71,-0.13,0.10,0.69,2.12,8.88,1.44
18,42,5,933094,0.58,-9.37,-0.07,0.23,0.53,0.17,0.46,-9.79,-0.25,-0.70,-0.13,0.10,0.69,-0.88,-5.44,0.00
18,42,6,450089,0.98,-9.18,0.11,0.52,0.60,0.43,0.45,-9.79,-0.32,-0.71,-0.14,0.10,0.69,1.75,-4.31,0.06
18,42,6,970091,-0.14,-9.19,-0.11,-0.58,0.59,0.28,0.44,-9.78,-0.39,-0.71,-0.14,0.11,0.68,1.37,3.69,1.12
18,42,7,504102,0.66,-9.14,-0.14,0.18,0.65,0.00,0.47,-9.79,-0.14,-0.71,-0.10,0.07,0.70,2.81,-6.37,2.87
18,42,8,25031,0.55,-9.14,0.11,0.10,0.64,0.36,0.44,-9.79,-0.24,-0.71,-0.12,0.08,0.69,0.69,-0.75,-0.50
18,42,8,548095,-2.95,-14.12,10.29,-3.41,-4.33,10.60,0.45,-9.79,-0.30,-0.71,-0.12,0.08,0.69,37.69,-1.00,-2.62
18,42,9,67097,-0.80,-9.91,-1.22,-0.61,0.57,-0.43,0.47,-9.78,-0.51,-0.72,-0.12,0.08,0.68,-0.06,10.38,1.75
18,42,9,586094,0.17,-9.01,-0.57,-0.29,0.76,-0.05,0.47,-9.78,-0.52,-0.72,-0.12,0.08,0.68,0.00,5.75,0.13
18,42,10,112093,1.11,-9.14,-0.72,0.63,0.63,-0.16,0.47,-9.77,-0.56,-0.72,-0.12,0.08,0.68,2.81,11.06,-1.06
18,42,10,631093,0.52,-9.32,-1.06,0.03,0.45,-0.58,0.49,-9.78,-0.48,-0.72,-0.11,0.08,0.69,-3.94,11.69,0.37
18,42,11,151092,0.41,-9.53,-0.36,-0.11,0.24,0.03,0.52,-9.78,-0.40,-0.71,-0.10,0.06,0.69,-0.31,15.75,-1.25
18,42,11,669093,0.80,-9.22,-0.80,0.33,0.55,-0.22,0.47,-9.77,-0.58,-0.72,-0.11,0.07,0.68,-3.87,-5.87,1.87
18,42,12,187092,0.36,-9.12,-0.61,-0.11,0.65,-0.07,0.48,-9.77,-0.53,-0.72,-0.10,0.06,0.68,-0.69,-0.31,-0.31
18,42,12,709093,0.57,-9.31,-0.54,0.09,0.46,-0.03,0.47,-9.78,-0.50,-0.72,-0.10,0.06,0.69,-2.37,-9.75,0.94
18,42,13,227095,0.95,-9.22,-0.54,0.59,0.56,-0.07,0.36,-9.78,-0.47,-0.72,-0.07,0.04,0.69,3.44,5.62,-1.06
18,42,13,747091,0.15,-9.41,0.62,-0.39,0.39,0.64,0.41,-9.79,-0.25,-0.71,-0.08,0.04,0.70,-4.94,44.81,-0.81
18,42,14,266090,0.59,-9.22,-1.01,0.19,0.57,-0.74,0.39,-9.79,-0.26,-0.72,-0.02,-0.01,0.70,-6.25,47.38,3.00
18,42,14,784092,-0.08,-9.38,-0.41,-0.44,0.41,-0.09,0.36,-9.79,-0.31,-0.72,0.02,-0.04,0.69,1.06,-19.31,1.19
18,42,15,307089,0.34,-9.26,-0.09,0.01,0.53,0.19,0.33,-9.79,-0.29,-0.72,0.01,-0.03,0.70,-3.25,6.75,1.50
18,42,15,827091,0.01,-9.24,-0.41,-0.12,0.55,0.04,0.14,-9.79,-0.45,-0.72,0.04,-0.05,0.69,-0.69,3.94,-0.37
18,42,16,346093,0.28,-9.12,-0.36,0.15,0.67,0.12,0.13,-9.79,-0.49,-0.72,0.03,-0.04,0.69,0.81,-22.13,-0.50
18,42,16,876086,0.36,-9.33,-0.23,-0.19,0.27,0.08,0.11,-9.79,-0.45,-0.72,-0.02,0.01,0.69,-0.06,-9.13,-2.25
