hours, minutes, seconds, microseconds, status, latitude, North/South, longitude, East/West
Initializing GPS
18,46,55,640093,MTKGPS*08
,,,,
18,46,56,153094,MTKGPS*08
,,,,
18,46,56,666093,MTKGPS*08
,,,,
18,46,57,179093,MTKGPS*08
,,,,
18,46,57,692091,MTKGPS*08
,,,,
18,46,58,205090,MTKGPS*08
,,,,
18,46,58,721094,MTKGPS*08
,,,,
18,46,59,239035,MTKGPS*08
,,,,
18,46,59,755095,MTKGPS*08
,,,,
18,47,0,268096,MTKGPS*08
,,,,
18,47,0,781093,MTKGPS*08
,,,,
18,47,1,294094,MTKGPS*08
,,,,
18,47,1,807093,MTKGPS*08
,,,,
18,47,2,323093,MTKGPS*08
,,,,
18,47,2,836096,MTKGPS*08
,,,,
18,47,3,349093,MTKGPS*08
,,,,
18,47,3,867091,MTKGPS*08
,,,,
18,47,4,380091,MTKGPS*08
,,,,
18,47,4,893092,MTKGPS*08
,,,,
18,47,5,406090,MTKGPS*08
,,,,
18,47,5,922089,MTKGPS*08
,,,,
18,47,6,436090,MTKGPS*08
,,,,
18,47,6,946007,MTKGPS*08
,,,,
18,47,7,458096,MTKGPS*08
,,,,
18,47,7,971115,V,,,,
18,47,8,494094,V,,,,
18,47,9,7095,V,,,,
18,47,9,628094,V,,,,
18,47,10,228093,V,,,,
18,47,10,741093,V,,,,
18,47,11,256093,V,,,,
18,47,11,769094,V,,,,
18,47,12,282093,V,,,,
18,47,12,795096,V,,,,
18,47,13,311093,V,,,,
18,47,13,827093,V,,,,
18,47,14,340093,V,,,,
18,47,14,853092,V,,,,
18,47,15,366091,V,,,,
18,47,15,879098,V,,,,
18,47,16,392090,V,,,,
18,47,16,903840,V,,,,
18,47,17,423093,V,,,,
18,47,17,942093,V,,,,
18,47,18,455093,V,,,,
18,47,18,968093,MTKGPS*08
,,,,
18,47,19,481093,MTKGPS*08
,,,,
18,47,19,998093,MTKGPS*08
,,,,
18,47,20,514091,MTKGPS*08
,,,,
18,47,21,28091,MTKGPS*08
,,,,
18,47,21,541095,MTKGPS*08
,,,,
18,47,22,54095,MTKGPS*08
,,,,
18,47,22,570092,MTKGPS*08
,,,,
18,47,23,85091,MTKGPS*08
,,,,
18,47,23,598090,MTKGPS*08
,,,,
18,47,24,113647,MTKGPS*08
,,,,
18,47,24,626093,MTKGPS*08
,,,,
18,47,25,138093,MTKGPS*08
,,,,
18,47,25,651091,MTKGPS*08
,,,,
18,47,26,164091,MTKGPS*08
,,,,
18,47,26,677091,MTKGPS*08
,,,,
18,47,27,199093,MTKGPS*08
,,,,
18,47,27,712095,MTKGPS*08
,,,,
18,47,28,226095,MTKGPS*08
,,,,
18,47,28,738092,MTKGPS*08
,,,,
18,47,29,251092,MTKGPS*08
,,,,
18,47,29,765093,MTKGPS*08
,,,,
18,47,30,281085,MTKGPS*08
,,,,
18,47,30,854093,MTKGPS*08
,,,,
18,47,31,369091,MTKGPS*08
,,,,
18,47,31,885091,MTKGPS*08
,,,,
18,47,32,398041,MTKGPS*08
,,,,
18,47,32,913094,MTKGPS*08
,,,,
18,47,33,426094,MTKGPS*08
,,,,
18,47,33,940093,MTKGPS*08
,,,,
18,47,34,491096,MTKGPS*08
,,,,
18,47,35,112093,MTKGPS*08
,,,,
18,47,35,733094,MTKGPS*08
,,,,
18,47,36,250094,MTKGPS*08
,,,,
18,47,36,765095,MTKGPS*08
,,,,
18,47,37,278093,MTKGPS*08
,,,,
18,47,37,791093,MTKGPS*08
,,,,
18,47,38,304093,MTKGPS*08
,,,,
18,47,38,817091,MTKGPS*08
,,,,
18,47,39,333093,MTKGPS*08
,,,,
18,47,39,846091,MTKGPS*08
,,,,
18,47,40,360093,MTKGPS*08
,,,,
18,47,40,873093,MTKGPS*08
,,,,
18,47,41,391094,MTKGPS*08
,,,,
18,47,41,906091,MTKGPS*08
,,,,
18,47,42,417008,MTKGPS*08
,,,,
18,47,43,15096,MTKGPS*08
,,,,
18,47,43,531094,MTKGPS*08
,,,,
18,47,44,44096,MTKGPS*08
,,,,
18,47,44,556094,MTKGPS*08
,,,,
18,47,45,75096,MTKGPS*08
,,,,
18,47,45,587093,MTKGPS*08
,,,,
18,47,46,107094,MTKGPS*08
,,,,
18,47,46,626094,MTKGPS*08
,,,,
18,47,47,142093,MTKGPS*08
,,,,
18,47,47,655093,MTKGPS*08
,,,,
18,47,48,168093,MTKGPS*08
,,,,
18,47,48,681096,MTKGPS*08
,,,,
18,47,49,194090,MTKGPS*08
,,,,
18,47,49,707035,MTKGPS*08
,,,,
18,47,50,220093,MTKGPS*08
,,,,
18,47,50,793093,MTKGPS*08
,,,,
18,47,51,309093,MTKGPS*08
,,,,
18,47,51,822094,MTKGPS*08
,,,,
18,47,52,336093,MTKGPS*08
,,,,
18,47,52,849093,MTKGPS*08
,,,,
18,47,53,366091,MTKGPS*08
,,,,
18,47,53,883091,MTKGPS*08
,,,,
18,47,54,433093,MTKGPS*08
,,,,
18,47,54,950104,MTKGPS*08
,,,,
18,47,55,463094,MTKGPS*08
,,,,
18,47,55,976092,MTKGPS*08
,,,,
18,47,56,489085,MTKGPS*08
,,,,
18,47,57,1077,MTKGPS*08
,,,,
18,47,57,514090,MTKGPS*08
,,,,
18,47,58,30061,MTKGPS*08
,,,,
18,47,58,543096,MTKGPS*08
,,,,
18,47,59,56094,MTKGPS*08
,,,,
18,47,59,569096,MTKGPS*08
,,,,
18,48,0,82095,MTKGPS*08
,,,,
18,48,0,597094,MTKGPS*08
,,,,
18,48,1,110093,MTKGPS*08
,,,,
18,48,1,627093,MTKGPS*08
,,,,
18,48,2,144092,MTKGPS*08
,,,,
18,48,2,660094,MTKGPS*08
,,,,
18,48,3,173093,MTKGPS*08
,,,,
18,48,3,686093,MTKGPS*08
,,,,
18,48,4,199093,MTKGPS*08
,,,,
18,48,4,721097,MTKGPS*08
,,,,
18,48,5,234091,MTKGPS*08
,,,,
18,48,5,747087,MTKGPS*08
,,,,
18,48,6,260093,MTKGPS*08
,,,,
18,48,6,773094,MTKGPS*08
,,,,
18,48,7,286095,MTKGPS*08
,,,,
18,48,7,799094,MTKGPS*08
,,,,
18,48,8,315093,MTKGPS*08
,,,,
18,48,8,828094,MTKGPS*08
,,,,
18,48,9,341093,MTKGPS*08
,,,,
18,48,9,854094,MTKGPS*08
,,,,
18,48,10,368094,MTKGPS*08
,,,,
18,48,10,881093,MTKGPS*08
,,,,
18,48,11,394090,MTKGPS*08
,,,,
18,48,12,14095,MTKGPS*08
,,,,
18,48,12,530095,MTKGPS*08
,,,,
18,48,13,58094,MTKGPS*08
,,,,
18,48,13,572090,MTKGPS*08
,,,,
18,48,14,86092,MTKGPS*08
,,,,
18,48,14,599008,MTKGPS*08
,,,,
18,48,15,112091,MTKGPS*08
,,,,
18,48,15,629091,MTKGPS*08
,,,,
18,48,16,142094,MTKGPS*08
,,,,
18,48,16,656091,MTKGPS*08
,,,,
18,48,17,169095,MTKGPS*08
,,,,
18,48,17,682095,MTKGPS*08
,,,,
18,48,18,197092,MTKGPS*08
,,,,
18,48,18,715083,MTKGPS*08
,,,,
18,48,19,263092,MTKGPS*08
,,,,
18,48,19,783088,MTKGPS*08
,,,,
18,48,20,293446,MTKGPS*08
,,,,
18,48,20,811092,MTKGPS*08
,,,,
18,48,21,323092,MTKGPS*08
,,,,
18,48,21,836090,MTKGPS*08
,,,,
18,48,22,380103,MTKGPS*08
,,,,
18,48,22,893632,MTKGPS*08
,,,,
18,48,23,406093,MTKGPS*08
,,,,
18,48,23,919096,MTKGPS*08
,,,,
18,48,24,435093,MTKGPS*08
,,,,
18,48,24,948093,MTKGPS*08
,,,,
18,48,25,466095,MTKGPS*08
,,,,
18,48,26,16095,MTKGPS*08
,,,,
18,48,26,533094,MTKGPS*08
,,,,
18,48,27,49093,MTKGPS*08
,,,,
18,48,27,564091,MTKGPS*08
,,,,
18,48,28,77092,MTKGPS*08
,,,,
18,48,28,590092,MTKGPS*08
,,,,
18,48,29,103089,MTKGPS*08
,,,,
18,48,29,617061,MTKGPS*08
,,,,
18,48,30,131093,MTKGPS*08
,,,,
18,48,30,644094,MTKGPS*08
,,,,
18,48,31,157094,MTKGPS*08
,,,,
18,48,31,670093,MTKGPS*08
,,,,
18,48,32,183093,MTKGPS*08
,,,,
18,48,32,696093,MTKGPS*08
,,,,
18,48,33,212093,MTKGPS*08
,,,,
18,48,33,725094,MTKGPS*08
,,,,
18,48,34,238092,MTKGPS*08
,,,,
18,48,34,756090,MTKGPS*08
,,,,
18,48,35,272090,MTKGPS*08
,,,,
18,48,35,785090,MTKGPS*08
,,,,
18,48,36,311090,MTKGPS*08
,,,,
18,48,36,828036,MTKGPS*08
,,,,
18,48,37,341091,MTKGPS*08
,,,,
18,48,37,854092,MTKGPS*08
,,,,
18,48,38,367091,MTKGPS*08
,,,,
18,48,38,880092,MTKGPS*08
,,,,
18,48,39,393095,MTKGPS*08
,,,,
18,48,39,942093,MTKGPS*08
,,,,
18,48,40,562094,MTKGPS*08
,,,,
18,48,41,78093,MTKGPS*08
,,,,
18,48,41,591093,MTKGPS*08
,,,,
18,48,42,104094,MTKGPS*08
,,,,
18,48,42,617091,MTKGPS*08
,,,,
18,48,43,130094,MTKGPS*08
,,,,
18,48,43,649092,MTKGPS*08
,,,,
18,48,44,205092,MTKGPS*08
,,,,
18,48,44,721092,MTKGPS*08
,,,,
18,48,45,234085,MTKGPS*08
,,,,
18,48,45,746094,MTKGPS*08
,,,,
18,48,46,259501,MTKGPS*08
,,,,
18,48,46,769091,MTKGPS*08
,,,,
18,48,47,290079,MTKGPS*08
,,,,
18,48,47,810091,MTKGPS*08
,,,,
18,48,48,323054,MTKGPS*08
,,,,
18,48,48,837092,MTKGPS*08
,,,,
18,48,49,351094,MTKGPS*08
,,,,
18,48,49,864092,MTKGPS*08
,,,,
18,48,50,377093,MTKGPS*08
,,,,
18,48,50,890093,MTKGPS*08
,,,,
18,48,51,466091,MTKGPS*08
,,,,
18,48,51,986096,MTKGPS*08
,,,,
18,48,52,500091,MTKGPS*08
,,,,
18,48,53,13094,MTKGPS*08
,,,,
18,48,53,526090,MTKGPS*08
,,,,
18,48,54,39090,MTKGPS*08
,,,,
18,48,54,551034,MTKGPS*08
,,,,
18,48,55,124094,MTKGPS*08
,,,,
18,48,55,745095,MTKGPS*08
,,,,
18,48,56,365094,MTKGPS*08
,,,,
18,48,56,881093,MTKGPS*08
,,,,
18,48,57,397091,MTKGPS*08
,,,,
18,48,57,910095,MTKGPS*08
,,,,
18,48,58,427091,MTKGPS*08
,,,,
18,48,58,940092,MTKGPS*08
,,,,
18,48,59,453090,MTKGPS*08
,,,,
18,49,0,3096,MTKGPS*08
,,,,
18,49,0,623093,MTKGPS*08
,,,,
18,49,1,247093,MTKGPS*08
,,,,
18,49,1,846094,MTKGPS*08
,,,,
18,49,2,359091,MTKGPS*08
,,,,
18,49,2,872094,MTKGPS*08
,,,,
18,49,3,385094,MTKGPS*08
,,,,
18,49,3,901093,MTKGPS*08
,,,,
18,49,4,414094,MTKGPS*08
,,,,
18,49,4,927091,MTKGPS*08
,,,,
18,49,5,443091,MTKGPS*08
,,,,
18,49,5,961095,MTKGPS*08
,,,,
18,49,6,472456,MTKGPS*08
,,,,
18,49,6,986093,MTKGPS*08
,,,,
18,49,7,499094,MTKGPS*08
,,,,
18,49,8,17096,MTKGPS*08
,,,,
18,49,8,532095,MTKGPS*08
,,,,
18,49,9,153093,MTKGPS*08
,,,,
18,49,9,777094,MTKGPS*08
,,,,
18,49,10,398094,MTKGPS*08
,,,,
18,49,10,914094,MTKGPS*08
,,,,
18,49,11,427094,MTKGPS*08
,,,,
18,49,11,943093,MTKGPS*08
,,,,
18,49,12,456094,MTKGPS*08
,,,,
18,49,12,973091,MTKGPS*08
,,,,
18,49,13,486095,MTKGPS*08
,,,,
18,49,14,36094,MTKGPS*08
,,,,
18,49,14,658093,MTKGPS*08
,,,,
18,49,15,278093,MTKGPS*08
,,,,
18,49,15,878094,MTKGPS*08
,,,,
18,49,16,391093,MTKGPS*08
,,,,
18,49,16,904093,MTKGPS*08
,,,,
18,49,17,417093,MTKGPS*08
,,,,
18,49,17,934093,MTKGPS*08
,,,,
18,49,18,448093,MTKGPS*08
,,,,
18,49,18,961093,MTKGPS*08
,,,,
18,49,19,534096,MTKGPS*08
,,,,
18,49,20,154092,MTKGPS*08
,,,,
18,49,20,774093,MTKGPS*08
,,,,
18,49,21,394093,MTKGPS*08
,,,,
18,49,22,15096,MTKGPS*08
,,,,
18,49,22,635095,MTKGPS*08
,,,,
18,49,23,256094,MTKGPS*08
,,,,
18,49,23,772094,MTKGPS*08
,,,,
18,49,24,285092,MTKGPS*08
,,,,
18,49,24,798093,MTKGPS*08
,,,,
18,49,25,311093,MTKGPS*08
,,,,
18,49,25,824094,MTKGPS*08
,,,,
18,49,26,337093,MTKGPS*08
,,,,
18,49,26,889093,MTKGPS*08
,,,,
18,49,27,522093,MTKGPS*08
,,,,
18,49,28,143093,MTKGPS*08
,,,,
18,49,28,696096,MTKGPS*08
,,,,
18,49,29,210092,MTKGPS*08
,,,,
18,49,29,723093,MTKGPS*08
,,,,
18,49,30,236092,MTKGPS*08
,,,,
18,49,30,749093,MTKGPS*08
,,,,
18,49,31,262093,MTKGPS*08
,,,,
18,49,31,775093,MTKGPS*08
,,,,
18,49,32,351091,MTKGPS*08
,,,,
18,49,32,864091,MTKGPS*08
,,,,
18,49,33,377090,MTKGPS*08
,,,,
18,49,33,890090,MTKGPS*08
,,,,
18,49,34,404091,MTKGPS*08
,,,,
18,49,34,916089,MTKGPS*08
,,,,
18,49,35,429094,MTKGPS*08
,,,,
18,49,35,949093,MTKGPS*08
,,,,
18,49,36,463093,MTKGPS*08
,,,,
18,49,36,979093,MTKGPS*08
,,,,
18,49,37,492093,MTKGPS*08
,,,,
18,49,38,5096,MTKGPS*08
,,,,
18,49,38,518093,MTKGPS*08
,,,,
18,49,39,34093,MTKGPS*08
,,,,
18,49,39,547094,MTKGPS*08
,,,,
18,49,40,60094,MTKGPS*08
,,,,
18,49,40,573091,MTKGPS*08
,,,,
18,49,41,86092,MTKGPS*08
,,,,
18,49,41,606093,MTKGPS*08
,,,,
18,49,42,121008,MTKGPS*08
,,,,
18,49,42,643093,MTKGPS*08
,,,,
18,49,43,156093,MTKGPS*08
,,,,
18,49,43,669093,MTKGPS*08
,,,,
18,49,44,185091,MTKGPS*08
,,,,
18,49,44,698091,MTKGPS*08
,,,,
18,49,45,211091,MTKGPS*08
,,,,
18,49,45,724094,MTKGPS*08
,,,,
18,49,46,347093,MTKGPS*08
,,,,
18,49,46,967094,MTKGPS*08
,,,,
18,49,47,521095,MTKGPS*08
,,,,
18,49,48,34096,MTKGPS*08
,,,,
18,49,48,548094,MTKGPS*08
,,,,
18,49,49,61094,MTKGPS*08
,,,,
18,49,49,574094,MTKGPS*08
,,,,
18,49,50,87093,MTKGPS*08
,,,,
18,49,50,600093,MTKGPS*08
,,,,
18,49,51,220091,MTKGPS*08
,,,,
18,49,51,736091,MTKGPS*08
,,,,
18,49,52,249093,MTKGPS*08
,,,,
18,49,52,762092,MTKGPS*08
,,,,
18,49,53,274090,MTKGPS*08
,,,,
18,49,53,795094,MTKGPS*08
,,,,
18,49,54,308008,MTKGPS*08
,,,,
18,49,54,824093,MTKGPS*08
,,,,
18,49,55,337094,MTKGPS*08
,,,,
18,49,55,850093,MTKGPS*08
,,,,
18,49,56,363093,MTKGPS*08
,,,,
18,49,56,876096,MTKGPS*08
,,,,
18,49,57,389093,MTKGPS*08
,,,,
18,49,57,902094,MTKGPS*08
,,,,
18,49,58,418093,MTKGPS*08
,,,,
18,49,58,931093,MTKGPS*08
,,,,
18,49,59,444093,MTKGPS*08
,,,,
18,49,59,957091,MTKGPS*08
,,,,
18,50,0,471090,MTKGPS*08
,,,,
18,50,0,984090,MTKGPS*08
,,,,
18,50,1,523092,MTKGPS*08
,,,,
18,50,2,38008,MTKGPS*08
,,,,
18,50,2,551096,MTKGPS*08
,,,,
18,50,3,64094,MTKGPS*08
,,,,
18,50,3,577096,MTKGPS*08
,,,,
18,50,4,90090,MTKGPS*08
,,,,
18,50,4,603093,MTKGPS*08
,,,,
18,50,5,119095,MTKGPS*08
,,,,
18,50,5,632093,MTKGPS*08
,,,,
18,50,6,145091,MTKGPS*08
,,,,
18,50,6,658090,MTKGPS*08
,,,,
18,50,7,171092,MTKGPS*08
,,,,
18,50,7,684089,MTKGPS*08
,,,,
18,50,8,198092,MTKGPS*08
,,,,
18,50,8,714091,MTKGPS*08
,,,,
18,50,9,226671,MTKGPS*08
,,,,
18,50,9,747094,MTKGPS*08
,,,,
18,50,10,261093,MTKGPS*08
,,,,
18,50,10,774094,MTKGPS*08
,,,,
18,50,11,287093,MTKGPS*08
,,,,
18,50,11,803094,MTKGPS*08
,,,,
18,50,12,319093,MTKGPS*08
,,,,
18,50,12,835094,MTKGPS*08
,,,,
18,50,13,348093,MTKGPS*08
,,,,
18,50,13,861093,MTKGPS*08
,,,,
18,50,14,378091,MTKGPS*08
,,,,
18,50,14,891091,MTKGPS*08
,,,,
18,50,15,403091,MTKGPS*08
,,,,
18,50,15,952090,MTKGPS*08
,,,,
18,50,16,469092,MTKGPS*08
,,,,
18,50,16,980054,MTKGPS*08
,,,,
18,50,17,493093,MTKGPS*08
,,,,
18,50,18,9096,MTKGPS*08
,,,,
18,50,18,522096,MTKGPS*08
,,,,
18,50,19,40095,MTKGPS*08
,,,,
18,50,19,556096,MTKGPS*08
,,,,
18,50,20,69095,MTKGPS*08
,,,,
18,50,20,582095,MTKGPS*08
,,,,
18,50,21,95093,MTKGPS*08
,,,,
18,50,21,608093,MTKGPS*08
,,,,
18,50,22,122091,MTKGPS*08
,,,,
18,50,22,635092,MTKGPS*08
,,,,
18,50,23,232091,MTKGPS*08
,,,,
18,50,23,748091,MTKGPS*08
,,,,
18,50,24,261090,MTKGPS*08
,,,,
18,50,24,774090,MTKGPS*08
,,,,
18,50,25,288094,MTKGPS*08
,,,,
18,50,25,803008,MTKGPS*08
,,,,
18,50,26,319093,MTKGPS*08
,,,,
18,50,26,836094,MTKGPS*08
,,,,
18,50,27,351093,MTKGPS*08
,,,,
18,50,27,864093,MTKGPS*08
,,,,
18,50,28,377093,MTKGPS*08
,,,,
18,50,28,893093,MTKGPS*08
,,,,
18,50,29,406093,MTKGPS*08
,,,,
18,50,29,919093,MTKGPS*08
,,,,
18,50,30,516091,MTKGPS*08
,,,,
18,50,31,137093,MTKGPS*08
,,,,
18,50,31,757095,MTKGPS*08
,,,,
18,50,32,378093,MTKGPS*08
,,,,
18,50,32,998093,MTKGPS*08
,,,,
18,50,33,621094,MTKGPS*08
,,,,
18,50,34,242093,MTKGPS*08
,,,,
18,50,34,761093,MTKGPS*08
,,,,
18,50,35,290092,MTKGPS*08
,,,,
18,50,35,803093,MTKGPS*08
,,,,
18,50,36,316094,MTKGPS*08
,,,,
18,50,36,829092,MTKGPS*08
,,,,
18,50,37,342094,MTKGPS*08
,,,,
18,50,37,891093,MTKGPS*08
,,,,
18,50,38,407092,MTKGPS*08
,,,,
18,50,38,920093,MTKGPS*08
,,,,
18,50,39,433091,MTKGPS*08
,,,,
18,50,39,946091,MTKGPS*08
,,,,
18,50,40,459091,MTKGPS*08
,,,,
18,50,40,981526,MTKGPS*08
,,,,
18,50,41,531088,MTKGPS*08
,,,,
18,50,42,115522,MTKGPS*08
,,,,
18,50,42,627461,MTKGPS*08
,,,,
18,50,43,142094,MTKGPS*08
,,,,
18,50,43,659093,MTKGPS*08
,,,,
18,50,44,172092,MTKGPS*08
,,,,
18,50,44,685091,MTKGPS*08
,,,,
18,50,45,198091,MTKGPS*08
,,,,
18,50,45,819093,MTKGPS*08
,,,,
18,50,46,440093,MTKGPS*08
,,,,
18,50,47,61095,MTKGPS*08
,,,,
18,50,47,582094,MTKGPS*08
,,,,
18,50,48,95096,MTKGPS*08
,,,,
18,50,48,608095,MTKGPS*08
,,,,
18,50,49,121093,MTKGPS*08
,,,,
18,50,49,634093,MTKGPS*08
,,,,
18,50,50,147094,MTKGPS*08
,,,,
18,50,50,663093,MTKGPS*08
,,,,
18,50,51,176091,MTKGPS*08
,,,,
18,50,51,696090,MTKGPS*08
,,,,
18,50,52,213090,MTKGPS*08
,,,,
18,50,52,730094,MTKGPS*08
,,,,
18,50,53,241473,MTKGPS*08
,,,,
18,50,53,755094,MTKGPS*08
,,,,
18,50,54,271096,MTKGPS*08
,,,,
18,50,54,784094,MTKGPS*08
,,,,
18,50,55,297091,MTKGPS*08
,,,,
18,50,55,813093,MTKGPS*08
,,,,
18,50,56,326095,MTKGPS*08
,,,,
18,50,56,839092,MTKGPS*08
,,,,
18,50,57,355093,MTKGPS*08
,,,,
18,50,57,868093,MTKGPS*08
,,,,
18,50,58,382091,MTKGPS*08
,,,,
18,50,58,896092,MTKGPS*08
,,,,
18,50,59,409093,MTKGPS*08
,,,,
18,50,59,922092,MTKGPS*08
,,,,
18,51,0,442092,MTKGPS*08
,,,,
18,51,0,955632,MTKGPS*08
,,,,
18,51,1,468094,MTKGPS*08
,,,,
18,51,1,981094,MTKGPS*08
,,,,
18,51,2,494094,MTKGPS*08
,,,,
18,51,3,7095,MTKGPS*08
,,,,
18,51,3,520093,MTKGPS*08
,,,,
18,51,4,33091,MTKGPS*08
,,,,
18,51,4,549094,MTKGPS*08
,,,,
18,51,5,62096,MTKGPS*08
,,,,
18,51,5,575093,MTKGPS*08
,,,,
18,51,6,88093,MTKGPS*08
,,,,
18,51,6,601091,MTKGPS*08
,,,,
18,51,7,114092,MTKGPS*08
,,,,
18,51,7,630090,MTKGPS*08
,,,,
18,51,8,141550,MTKGPS*08
,,,,
18,51,8,654093,MTKGPS*08
,,,,
18,51,9,172093,MTKGPS*08
,,,,
18,51,9,686094,MTKGPS*08
,,,,
18,51,10,200095,MTKGPS*08
,,,,
18,51,10,714094,MTKGPS*08
,,,,
18,51,11,312093,MTKGPS*08
,,,,
18,51,11,934094,MTKGPS*08
,,,,
18,51,12,556095,MTKGPS*08
,,,,
18,51,13,74093,MTKGPS*08
,,,,
18,51,13,588095,MTKGPS*08
,,,,
18,51,14,102093,MTKGPS*08
,,,,
18,51,14,616096,MTKGPS*08
,,,,
18,51,15,130096,MTKGPS*08
,,,,
18,51,15,644093,MTKGPS*08
,,,,
18,51,16,161092,MTKGPS*08
,,,,
18,51,16,675093,MTKGPS*08
,,,,
18,51,17,189091,MTKGPS*08
,,,,
18,51,17,707091,MTKGPS*08
,,,,
18,51,18,221090,MTKGPS*08
,,,,
18,51,18,734654,MTKGPS*08
,,,,
18,51,19,246969,MTKGPS*08
,,,,
18,51,19,872094,MTKGPS*08
,,,,
18,51,20,389094,MTKGPS*08
,,,,
18,51,20,903094,MTKGPS*08
,,,,
18,51,21,417093,MTKGPS*08
,,,,
18,51,21,931094,MTKGPS*08
,,,,
18,51,22,445093,MTKGPS*08
,,,,
18,51,22,959091,MTKGPS*08
,,,,
18,51,23,476093,MTKGPS*08
,,,,
18,51,23,990094,MTKGPS*08
,,,,
18,51,24,508093,MTKGPS*08
,,,,
18,51,25,22091,MTKGPS*08
,,,,
18,51,25,536091,MTKGPS*08
,,,,
18,51,26,54093,MTKGPS*08
,,,,
18,51,26,568090,MTKGPS*08
,,,,
18,51,27,86038,MTKGPS*08
,,,,
18,51,27,603096,MTKGPS*08
,,,,
18,51,28,118094,MTKGPS*08
,,,,
18,51,28,632094,MTKGPS*08
,,,,
18,51,29,146093,MTKGPS*08
,,,,
18,51,29,660095,MTKGPS*08
,,,,
18,51,30,177093,MTKGPS*08
,,,,
18,51,30,691092,MTKGPS*08
,,,,
18,51,31,205096,MTKGPS*08
,,,,
18,51,31,719096,MTKGPS*08
,,,,
18,51,32,233093,MTKGPS*08
,,,,
18,51,32,747091,MTKGPS*08
,,,,
18,51,33,261095,MTKGPS*08
,,,,
18,51,33,840091,MTKGPS*08
,,,,
18,51,34,361090,MTKGPS*08
,,,,
18,51,34,875090,MTKGPS*08
,,,,
18,51,35,389062,MTKGPS*08
,,,,
18,51,35,903094,MTKGPS*08
,,,,
18,51,36,417094,MTKGPS*08
,,,,
18,51,36,931091,MTKGPS*08
,,,,
18,51,37,482091,MTKGPS*08
,,,,
18,51,38,104110,MTKGPS*08
,,,,
18,51,38,726093,MTKGPS*08
,,,,
18,51,39,243094,MTKGPS*08
,,,,
18,51,39,757094,MTKGPS*08
,,,,
18,51,40,271094,MTKGPS*08
,,,,
18,51,40,785096,MTKGPS*08
,,,,
18,51,41,299094,MTKGPS*08
,,,,
18,51,41,813095,MTKGPS*08
,,,,
18,51,42,364092,MTKGPS*08
,,,,
18,51,42,991093,MTKGPS*08
,,,,
18,51,43,614094,MTKGPS*08
,,,,
18,51,44,132093,MTKGPS*08
,,,,
18,51,44,646093,MTKGPS*08
,,,,
18,51,45,160093,MTKGPS*08
,,,,
18,51,45,674093,MTKGPS*08
,,,,
18,51,46,188093,MTKGPS*08
,,,,
18,51,46,702092,MTKGPS*08
,,,,
18,51,47,219091,MTKGPS*08
,,,,
18,51,47,733092,MTKGPS*08
,,,,
18,51,48,249092,MTKGPS*08
,,,,
18,51,48,778094,MTKGPS*08
,,,,
18,51,49,292094,MTKGPS*08
,,,,
18,51,49,806094,MTKGPS*08
,,,,
18,51,50,320094,MTKGPS*08
,,,,
18,51,50,837094,MTKGPS*08
,,,,
18,51,51,354094,MTKGPS*08
,,,,
18,51,51,868091,MTKGPS*08
,,,,
18,51,52,382093,MTKGPS*08
,,,,
18,51,52,896093,MTKGPS*08
,,,,
18,51,53,410091,MTKGPS*08
,,,,
18,51,53,928096,MTKGPS*08
,,,,
18,51,54,448092,MTKGPS*08
,,,,
18,51,54,963968,MTKGPS*08
,,,,
18,51,55,479093,MTKGPS*08
,,,,
18,51,55,993094,MTKGPS*08
,,,,
18,51,56,508090,MTKGPS*08
,,,,
18,51,57,22091,MTKGPS*08
,,,,
18,51,57,598092,MTKGPS*08
,,,,
18,51,58,115093,MTKGPS*08
,,,,
18,51,58,629096,MTKGPS*08
,,,,
18,51,59,144096,MTKGPS*08
,,,,
18,51,59,660092,MTKGPS*08
,,,,
18,52,0,174092,MTKGPS*08
,,,,
18,52,0,688091,MTKGPS*08
,,,,
18,52,1,239092,MTKGPS*08
,,,,
18,52,1,756091,MTKGPS*08
,,,,
18,52,2,270091,MTKGPS*08
,,,,
18,52,2,784091,MTKGPS*08
,,,,
18,52,3,297091,MTKGPS*08
,,,,
18,52,3,823093,MTKGPS*08
,,,,
18,52,4,337092,MTKGPS*08
,,,,
18,52,4,888096,MTKGPS*08
,,,,
18,52,5,525093,MTKGPS*08
,,,,
18,52,6,152092,MTKGPS*08
,,,,
18,52,6,773096,MTKGPS*08
,,,,
18,52,7,394095,MTKGPS*08
,,,,
18,52,8,15093,MTKGPS*08
,,,,
18,52,8,636095,MTKGPS*08
,,,,
18,52,9,259092,MTKGPS*08
,,,,
18,52,9,880093,MTKGPS*08
,,,,
18,52,10,501093,MTKGPS*08
,,,,
18,52,11,126093,MTKGPS*08
,,,,
18,52,11,747095,MTKGPS*08
,,,,
18,52,12,368094,MTKGPS*08
,,,,
18,52,12,990093,MTKGPS*08
,,,,
18,52,13,612094,MTKGPS*08
,,,,
18,52,14,233094,MTKGPS*08
,,,,
18,52,14,855094,MTKGPS*08
,,,,
18,52,15,477094,MTKGPS*08
,,,,
18,52,16,99093,MTKGPS*08
,,,,
18,52,16,723094,MTKGPS*08
,,,,
18,52,17,240093,MTKGPS*08
,,,,
18,52,17,754093,MTKGPS*08
,,,,
18,52,18,268092,MTKGPS*08
,,,,
18,52,18,788093,MTKGPS*08
,,,,
18,52,19,302094,MTKGPS*08
,,,,
